"caller_class","caller_method","caller_qualified","callee_function","file_path","line_number"
"firebase::firestore::DocumentSnapshotInternal","~DocumentSnapshotInternal","firebase::firestore::DocumentSnapshotInternal::~DocumentSnapshotInternal","firebase::firestore::Wrapper::~Wrapper","firestore/src/android/document_snapshot_android.h",39
"firebase::firestore::SnapshotMetadata","ToString","firebase::firestore::SnapshotMetadata::ToString","std::__1::operator+","firestore/src/common/snapshot_metadata.cc",25
"firebase::firestore::SnapshotMetadata","ToString","firebase::firestore::SnapshotMetadata::ToString","std::__1::operator+","firestore/src/common/snapshot_metadata.cc",26
"firebase::firestore::SnapshotMetadata","ToString","firebase::firestore::SnapshotMetadata::ToString","std::__1::operator+","firestore/src/common/snapshot_metadata.cc",27
"firebase::firestore::SnapshotMetadata","ToString","firebase::firestore::SnapshotMetadata::ToString","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","firestore/src/common/snapshot_metadata.cc",25
"firebase::firestore::SnapshotMetadata","ToString","firebase::firestore::SnapshotMetadata::ToString","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","firestore/src/common/snapshot_metadata.cc",25
"firebase::firestore::SnapshotMetadata","ToString","firebase::firestore::SnapshotMetadata::ToString","firebase::firestore::SnapshotMetadata::is_from_cache","firestore/src/common/snapshot_metadata.cc",27
"firebase::firestore::SnapshotMetadata","ToString","firebase::firestore::SnapshotMetadata::ToString","firebase::firestore::SnapshotMetadata::has_pending_writes","firestore/src/common/snapshot_metadata.cc",26
"firebase::firestore::FilterInternal","GetEnv","firebase::firestore::FilterInternal::GetEnv","firebase::firestore::FirestoreInternal::GetEnv","firestore/src/android/filter_android.cc",165
"firebase::firestore::FilterInternal","EqualTo","firebase::firestore::FilterInternal::EqualTo","firebase::firestore::FilterInternal::Where","firestore/src/android/filter_android.cc",109
"firebase::firestore::FilterInternal","EqualTo","firebase::firestore::FilterInternal::EqualTo","firebase::firestore::FilterInternal::UnaryFilter","firestore/src/main/filter_main.cc",39
"firebase::firestore::FilterInternal","clone","firebase::firestore::FilterInternal::clone","firebase::firestore::FilterInternal::FilterInternal","firestore/src/android/filter_android.h",60
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","std::__1::vector<int, allocator<int>>::vector","firestore/src/android/filter_android.cc",195
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","std::__1::vector<int, allocator<int>>::push_back","firestore/src/android/filter_android.cc",199
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","std::__1::vector<int, allocator<int>>::~vector","firestore/src/android/filter_android.cc",210
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","std::__1::vector<int, allocator<int>>::size","firestore/src/android/filter_android.cc",202
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","std::__1::vector<int, allocator<int>>::operator[]","firestore/src/android/filter_android.cc",206
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::Filter::Filter","firestore/src/android/filter_android.cc",174
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::Filter::Filter","firestore/src/android/filter_android.cc",189
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::Filter::Filter","firestore/src/android/filter_android.cc",209
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","std::__1::vector<FieldValue, allocator<FieldValue>>::size","firestore/src/android/filter_android.cc",181
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::jni::Local<Object>::~Local","firestore/src/android/filter_android.cc",184
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::jni::Local<Object>::~Local","firestore/src/android/filter_android.cc",190
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::jni::Local<Object>::~Local","firestore/src/android/filter_android.cc",206
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::jni::Env::~Env","firestore/src/android/filter_android.cc",175
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::jni::Env::~Env","firestore/src/android/filter_android.cc",190
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::jni::Env::~Env","firestore/src/android/filter_android.cc",210
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::FieldPathConverter::Create","firestore/src/android/filter_android.cc",187
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::FieldValueInternal::ToJava","firestore/src/android/filter_android.cc",184
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::jni::ArrayList::Create","firestore/src/android/filter_android.cc",182
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::jni::Array<Object>::Set","firestore/src/android/filter_android.cc",206
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","std::__1::vector<FieldValue, allocator<FieldValue>>::operator[]","firestore/src/android/filter_android.cc",184
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::jni::Collection::Add","firestore/src/android/filter_android.cc",184
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::jni::Local<ArrayList>::~Local","firestore/src/android/filter_android.cc",190
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","std::__1::vector<Filter, allocator<Filter>>::size","firestore/src/android/filter_android.cc",196
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","std::__1::vector<Filter, allocator<Filter>>::operator[]","firestore/src/android/filter_android.cc",198
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","std::__1::vector<Filter, allocator<Filter>>::operator[]","firestore/src/android/filter_android.cc",206
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::FilterInternal::FilterInternal","firestore/src/android/filter_android.cc",174
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::FilterInternal::FilterInternal","firestore/src/android/filter_android.cc",189
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::FilterInternal::FilterInternal","firestore/src/android/filter_android.cc",209
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::FilterInternal::IsEmpty","firestore/src/android/filter_android.cc",198
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::FilterInternal::GetEnv","firestore/src/android/filter_android.cc",170
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::FilterInternal::GetEnv","firestore/src/android/filter_android.cc",180
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::FilterInternal::GetEnv","firestore/src/android/filter_android.cc",194
"firebase::firestore::FilterInternal","Where","firebase::firestore::FilterInternal::Where","firebase::firestore::FilterInternal::ToJava","firestore/src/android/filter_android.cc",206
"firebase::firestore::FilterInternal","Or","firebase::firestore::FilterInternal::Or","firebase::firestore::FilterInternal::Where","firestore/src/android/filter_android.cc",162
"firebase::firestore::FilterInternal","Or","firebase::firestore::FilterInternal::Or","firebase::firestore::FilterInternal::CompositeFilter","firestore/src/main/filter_main.cc",78
"firebase::firestore::FilterInternal","And","firebase::firestore::FilterInternal::And","firebase::firestore::FilterInternal::Where","firestore/src/android/filter_android.cc",158
"firebase::firestore::FilterInternal","And","firebase::firestore::FilterInternal::And","firebase::firestore::FilterInternal::CompositeFilter","firestore/src/main/filter_main.cc",82
"firebase::firestore::FilterInternal","NotIn","firebase::firestore::FilterInternal::NotIn","firebase::firestore::FilterInternal::Where","firestore/src/android/filter_android.cc",154
"firebase::firestore::FilterInternal","NotIn","firebase::firestore::FilterInternal::NotIn","firebase::firestore::FilterInternal::UnaryFilter","firestore/src/main/filter_main.cc",74
"firebase::firestore::FilterInternal","In","firebase::firestore::FilterInternal::In","firebase::firestore::FilterInternal::Where","firestore/src/android/filter_android.cc",149
"firebase::firestore::FilterInternal","In","firebase::firestore::FilterInternal::In","firebase::firestore::FilterInternal::UnaryFilter","firestore/src/main/filter_main.cc",69
"firebase::firestore::FilterInternal","LessThanOrEqualTo","firebase::firestore::FilterInternal::LessThanOrEqualTo","firebase::firestore::FilterInternal::Where","firestore/src/android/filter_android.cc",124
"firebase::firestore::FilterInternal","LessThanOrEqualTo","firebase::firestore::FilterInternal::LessThanOrEqualTo","firebase::firestore::FilterInternal::UnaryFilter","firestore/src/main/filter_main.cc",64
"firebase::firestore::FilterInternal","LessThan","firebase::firestore::FilterInternal::LessThan","firebase::firestore::FilterInternal::Where","firestore/src/android/filter_android.cc",119
"firebase::firestore::FilterInternal","LessThan","firebase::firestore::FilterInternal::LessThan","firebase::firestore::FilterInternal::UnaryFilter","firestore/src/main/filter_main.cc",59
"firebase::firestore::FilterInternal","GreaterThanOrEqualTo","firebase::firestore::FilterInternal::GreaterThanOrEqualTo","firebase::firestore::FilterInternal::Where","firestore/src/android/filter_android.cc",134
"firebase::firestore::FilterInternal","GreaterThanOrEqualTo","firebase::firestore::FilterInternal::GreaterThanOrEqualTo","firebase::firestore::FilterInternal::UnaryFilter","firestore/src/main/filter_main.cc",54
"firebase::firestore::FilterInternal","GreaterThan","firebase::firestore::FilterInternal::GreaterThan","firebase::firestore::FilterInternal::Where","firestore/src/android/filter_android.cc",129
"firebase::firestore::FilterInternal","GreaterThan","firebase::firestore::FilterInternal::GreaterThan","firebase::firestore::FilterInternal::UnaryFilter","firestore/src/main/filter_main.cc",49
"firebase::firestore::FilterInternal","NotEqualTo","firebase::firestore::FilterInternal::NotEqualTo","firebase::firestore::FilterInternal::Where","firestore/src/android/filter_android.cc",114
"firebase::firestore::FilterInternal","NotEqualTo","firebase::firestore::FilterInternal::NotEqualTo","firebase::firestore::FilterInternal::UnaryFilter","firestore/src/main/filter_main.cc",44
"firebase::firestore::FilterInternal","ArrayContainsAny","firebase::firestore::FilterInternal::ArrayContainsAny","firebase::firestore::FilterInternal::Where","firestore/src/android/filter_android.cc",144
"firebase::firestore::FilterInternal","ArrayContainsAny","firebase::firestore::FilterInternal::ArrayContainsAny","firebase::firestore::FilterInternal::UnaryFilter","firestore/src/main/filter_main.cc",34
"firebase::firestore::FilterInternal","ArrayContains","firebase::firestore::FilterInternal::ArrayContains","firebase::firestore::FilterInternal::Where","firestore/src/android/filter_android.cc",139
"firebase::firestore::FilterInternal","ArrayContains","firebase::firestore::FilterInternal::ArrayContains","firebase::firestore::FilterInternal::UnaryFilter","firestore/src/main/filter_main.cc",29
"firebase::firestore::FilterInternal","FilterInternal","firebase::firestore::FilterInternal::FilterInternal","firebase::firestore::jni::Env::~Env","firestore/src/android/filter_android.cc",105
"firebase::firestore::FilterInternal","FilterInternal","firebase::firestore::FilterInternal::FilterInternal","firebase::firestore::jni::ArenaRef::ArenaRef","firestore/src/android/filter_android.h",30
"firebase::firestore::FilterInternal","FilterInternal","firebase::firestore::FilterInternal::FilterInternal","firebase::firestore::jni::ArenaRef::ArenaRef","firestore/src/android/filter_android.cc",102
